#category_id,names,icon
version:4
1|en_US:Scam;zh_CN:诈骗;zh_TW:詐騙;tr_TR:Dolandırıcı|http://file.market.xiaomi.com/download/FoundApp/0f16e24f7fca84fce1b9ecb835fc0d841204c57c6
2|en_US:Telemarketer;zh_CN:中介;zh_TW:仲介;tr_TR:Pazarlamacıhttp://file.market.xiaomi.com/download/FoundApp/0616e42f7ac082fc4ab9efb83a5c068716f41c5d2
10|en_US:Spam;zh_CN:骚扰;zh_TW:騷擾;tr_TR:Spam|http://file.market.xiaomi.com/download/FoundApp/0f16e24f7fc984fc21b9e2b8352c0d851204d57c6
5|en_US:Courier;zh_CN:快递;zh_TW:快遞;tr_TR:Kurye|http://file.market.xiaomi.com/download/FoundApp/0d4745f14c86636fc42d04bae140226c5b3406a43
3|en_US:Insurance;zh_CN:推销;zh_TW:推銷;tr_TR:Sigorta|http://file.market.xiaomi.com/download/FoundApp/059bb4985743ff3960af5bc59dbbb30b30b428797
